Pokedex Number,Base Pokemon,Variant Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Mega,Paradox,Legendary,Pseudo-legendary,Ultrabeast,Regional Form,Mythical,img_name
741,Oricorio,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93,7,False,False,False,False,False,False,False,0741_Oricorio Baile Style.png
741,Oricorio,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,7,False,False,False,False,False,False,False,0741_Oricorio Pom-Pom Style.png
741,Oricorio,Oricorio Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93,7,False,False,False,False,False,False,False,0741_Oricorio Pa'u Style.png
741,Oricorio,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93,7,False,False,False,False,False,False,False,0741_Oricorio Sensu Style.png
742,Cutiefly,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,False,False,False,False,False,False,False,0742_Cutiefly.png
743,Ribombee,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,7,False,False,False,False,False,False,False,0743_Ribombee.png
744,Rockruff,Rockruff,Rock,,280,45,65,40,30,40,60,7,False,False,False,False,False,False,False,0744_Rockruff.png
745,Lycanroc,Lycanroc Midday Form,Rock,,487,75,115,65,55,65,112,7,False,False,False,False,False,False,False,0745_Lycanroc Midday Form.png
745,Lycanroc,Lycanroc Midnight Form,Rock,,487,85,115,75,55,75,82,7,False,False,False,False,False,False,False,0745_Lycanroc Midnight Form.png
745,Lycanroc,Lycanroc Dusk Form,Rock,,487,75,117,65,55,65,110,7,False,False,False,False,False,False,False,0745_Lycanroc Dusk Form.png
746,Wishiwashi,Wishiwashi Solo Form,Water,,175,45,20,20,25,25,40,7,False,False,False,False,False,False,False,0746_Wishiwashi Solo Form.png
746,Wishiwashi,Wishiwashi School Form,Water,,620,45,140,130,140,135,30,7,False,False,False,False,False,False,False,0746_Wishiwashi School Form.png
747,Mareanie,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,False,False,False,False,False,False,False,0747_Mareanie.png
748,Toxapex,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,False,False,False,False,False,False,False,0748_Toxapex.png
749,Mudbray,Mudbray,Ground,,385,70,100,70,45,55,45,7,False,False,False,False,False,False,False,0749_Mudbray.png
750,Mudsdale,Mudsdale,Ground,,500,100,125,100,55,85,35,7,False,False,False,False,False,False,False,0750_Mudsdale.png
751,Dewpider,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,False,False,False,False,False,False,False,0751_Dewpider.png
752,Araquanid,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,False,False,False,False,False,False,False,0752_Araquanid.png
753,Fomantis,Fomantis,Grass,,250,40,55,35,50,35,35,7,False,False,False,False,False,False,False,0753_Fomantis.png
754,Lurantis,Lurantis,Grass,,480,70,105,90,80,90,45,7,False,False,False,False,False,False,False,0754_Lurantis.png
755,Morelull,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,False,False,False,False,False,False,False,0755_Morelull.png
756,Shiinotic,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,False,False,False,False,False,False,False,0756_Shiinotic.png
757,Salandit,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,False,False,False,False,False,False,False,0757_Salandit.png
758,Salazzle,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,False,False,False,False,False,False,False,0758_Salazzle.png
759,Stufful,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,False,False,False,False,False,False,False,0759_Stufful.png
760,Bewear,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,False,False,False,False,False,False,False,0760_Bewear.png
761,Bounsweet,Bounsweet,Grass,,210,42,30,38,30,38,32,7,False,False,False,False,False,False,False,0761_Bounsweet.png
762,Steenee,Steenee,Grass,,290,52,40,48,40,48,62,7,False,False,False,False,False,False,False,0762_Steenee.png
763,Tsareena,Tsareena,Grass,,510,72,120,98,50,98,72,7,False,False,False,False,False,False,False,0763_Tsareena.png
764,Comfey,Comfey,Fairy,,485,51,52,90,82,110,100,7,False,False,False,False,False,False,False,0764_Comfey.png
765,Oranguru,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,False,False,False,False,False,False,False,0765_Oranguru.png
766,Passimian,Passimian,Fighting,,490,100,120,90,40,60,80,7,False,False,False,False,False,False,False,0766_Passimian.png
767,Wimpod,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,False,False,False,False,False,False,False,0767_Wimpod.png
768,Golisopod,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,False,False,False,False,False,False,False,0768_Golisopod.png
769,Sandygast,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,False,False,False,False,False,False,False,0769_Sandygast.png
770,Palossand,Palossand,Ghost,Ground,480,85,75,110,100,75,35,7,False,False,False,False,False,False,False,0770_Palossand.png
771,Pyukumuku,Pyukumuku,Water,,410,55,60,130,30,130,5,7,False,False,False,False,False,False,False,0771_Pyukumuku.png
772,Type: Null,Type: Null,Normal,,534,95,95,95,95,95,59,7,False,False,True,False,False,False,False,0772_Type Null.png
773,Silvally,Silvally,Normal,,570,95,95,95,95,95,95,7,False,False,True,False,False,False,False,0773_Silvally.png
774,Minior,Minior Meteor Form,Rock,Flying,440,60,60,100,60,100,60,7,False,False,False,False,False,False,False,0774_Minior Meteor Form.png
774,Minior,Core,Rock,Flying,500,60,100,60,100,60,120,7,False,False,False,False,False,False,False,0774_Core.png
775,Komala,Komala,Normal,,480,65,115,65,75,95,65,7,False,False,False,False,False,False,False,0775_Komala.png
776,Turtonator,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,False,False,False,False,False,False,False,0776_Turtonator.png
777,Togedemaru,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,False,False,False,False,False,False,False,0777_Togedemaru.png
778,Mimikyu,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,False,False,False,False,False,False,False,0778_Mimikyu.png
779,Bruxish,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,False,False,False,False,False,False,False,0779_Bruxish.png
780,Drampa,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,False,False,False,False,False,False,False,0780_Drampa.png
781,Dhelmise,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,False,False,False,False,False,False,False,0781_Dhelmise.png
782,Jangmo-o,Jangmo-o,Dragon,,300,45,55,65,45,45,45,7,False,False,False,False,False,False,False,0782_Jangmo-o.png
783,Hakamo-o,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,False,False,False,False,False,False,False,0783_Hakamo-o.png
784,Kommo-o,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,False,False,False,True,False,False,False,0784_Kommo-o.png
785,Tapu Koko,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7,False,False,True,False,False,False,False,0785_Tapu Koko.png
786,Tapu Lele,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7,False,False,True,False,False,False,False,0786_Tapu Lele.png
787,Tapu Bulu,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7,False,False,True,False,False,False,False,0787_Tapu Bulu.png
788,Tapu Fini,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7,False,False,True,False,False,False,False,0788_Tapu Fini.png
789,Cosmog,Cosmog,Psychic,,200,43,29,31,29,31,37,7,False,False,True,False,False,False,False,0789_Cosmog.png
790,Cosmoem,Cosmoem,Psychic,,400,43,29,131,29,131,37,7,False,False,True,False,False,False,False,0790_Cosmoem.png
791,Solgaleo,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,False,False,True,False,False,False,False,0791_Solgaleo.png
792,Lunala,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,False,False,True,False,False,False,False,0792_Lunala.png
793,Nihilego,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,False,False,False,False,True,False,False,0793_Nihilego.png
794,Buzzwole,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,False,False,False,False,True,False,False,0794_Buzzwole.png
795,Pheromosa,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,False,False,False,False,True,False,False,0795_Pheromosa.png
796,Xurkitree,Xurkitree,Electric,,570,83,89,71,173,71,83,7,False,False,False,False,True,False,False,0796_Xurkitree.png
797,Celesteela,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,False,False,False,False,True,False,False,0797_Celesteela.png
798,Kartana,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,False,False,False,False,True,False,False,0798_Kartana.png
799,Guzzlord,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,False,False,False,False,True,False,False,0799_Guzzlord.png
800,Necrozma,Necrozma,Psychic,,600,97,107,101,127,89,79,7,False,False,True,False,False,False,False,0800_Necrozma.png
800,Necrozma,Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,7,False,False,True,False,False,False,False,0800_Dusk Mane Necrozma.png
800,Necrozma,Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,7,False,False,True,False,False,False,False,0800_Dawn Wings Necrozma.png
800,Necrozma,Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,7,False,False,True,False,False,False,False,0800_Ultra Necrozma.png
801,Magearna,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,False,False,False,False,False,False,True,0801_Magearna.png
802,Marshadow,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,False,False,False,False,False,False,True,0802_Marshadow.png
803,Poipole,Poipole,Poison,,420,67,73,67,73,67,73,7,False,False,False,False,True,False,False,0803_Poipole.png
804,Naganadel,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7,False,False,False,False,True,False,False,0804_Naganadel.png
805,Stakataka,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7,False,False,False,False,True,False,False,0805_Stakataka.png
806,Blacephalon,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7,False,False,False,False,True,False,False,0806_Blacephalon.png
807,Zeraora,Zeraora,Electric,,600,88,112,75,102,80,143,7,False,False,False,False,False,False,True,0807_Zeraora.png
808,Meltan,Meltan,Steel,,300,46,65,65,55,35,34,7,False,False,False,False,False,False,True,0808_Meltan.png
809,Melmetal,Melmetal,Steel,,600,135,143,143,80,65,34,7,False,False,False,False,False,False,True,0809_Melmetal.png
810,Grookey,Grookey,Grass,,310,50,65,50,40,40,65,8,False,False,False,False,False,False,False,0810_Grookey.png
811,Thwackey,Thwackey,Grass,,420,70,85,70,55,60,80,8,False,False,False,False,False,False,False,0811_Thwackey.png
812,Rillaboom,Rillaboom,Grass,,530,100,125,90,60,70,85,8,False,False,False,False,False,False,False,0812_Rillaboom.png
813,Scorbunny,Scorbunny,Fire,,310,50,71,40,40,40,69,8,False,False,False,False,False,False,False,0813_Scorbunny.png
814,Raboot,Raboot,Fire,,420,65,86,60,55,60,94,8,False,False,False,False,False,False,False,0814_Raboot.png
815,Cinderace,Cinderace,Fire,,530,80,116,75,65,75,119,8,False,False,False,False,False,False,False,0815_Cinderace.png
816,Sobble,Sobble,Water,,310,50,40,40,70,40,70,8,False,False,False,False,False,False,False,0816_Sobble.png
817,Drizzile,Drizzile,Water,,420,65,60,55,95,55,90,8,False,False,False,False,False,False,False,0817_Drizzile.png
818,Inteleon,Inteleon,Water,,530,70,85,65,125,65,120,8,False,False,False,False,False,False,False,0818_Inteleon.png
819,Skwovet,Skwovet,Normal,,275,70,55,55,35,35,25,8,False,False,False,False,False,False,False,0819_Skwovet.png
820,Greedent,Greedent,Normal,,460,120,95,95,55,75,20,8,False,False,False,False,False,False,False,0820_Greedent.png
821,Rookidee,Rookidee,Flying,,245,38,47,35,33,35,57,8,False,False,False,False,False,False,False,0821_Rookidee.png
822,Corvisquire,Corvisquire,Flying,,365,68,67,55,43,55,77,8,False,False,False,False,False,False,False,0822_Corvisquire.png
823,Corviknight,Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,False,False,False,False,False,False,False,0823_Corviknight.png
824,Blipbug,Blipbug,Bug,,180,25,20,20,25,45,45,8,False,False,False,False,False,False,False,0824_Blipbug.png
825,Dottler,Dottler,Bug,Psychic,335,50,35,80,50,90,30,8,False,False,False,False,False,False,False,0825_Dottler.png
826,Orbeetle,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,False,False,False,False,False,False,False,0826_Orbeetle.png
827,Nickit,Nickit,Dark,,245,40,28,28,47,52,50,8,False,False,False,False,False,False,False,0827_Nickit.png
828,Thievul,Thievul,Dark,,455,70,58,58,87,92,90,8,False,False,False,False,False,False,False,0828_Thievul.png
829,Gossifleur,Gossifleur,Grass,,250,40,40,60,40,60,10,8,False,False,False,False,False,False,False,0829_Gossifleur.png
830,Eldegoss,Eldegoss,Grass,,460,60,50,90,80,120,60,8,False,False,False,False,False,False,False,0830_Eldegoss.png
831,Wooloo,Wooloo,Normal,,270,42,40,55,40,45,48,8,False,False,False,False,False,False,False,0831_Wooloo.png
832,Dubwool,Dubwool,Normal,,490,72,80,100,60,90,88,8,False,False,False,False,False,False,False,0832_Dubwool.png
833,Chewtle,Chewtle,Water,,284,50,64,50,38,38,44,8,False,False,False,False,False,False,False,0833_Chewtle.png
834,Drednaw,Drednaw,Water,Rock,485,90,115,90,48,68,74,8,False,False,False,False,False,False,False,0834_Drednaw.png
835,Yamper,Yamper,Electric,,270,59,45,50,40,50,26,8,False,False,False,False,False,False,False,0835_Yamper.png
836,Boltund,Boltund,Electric,,490,69,90,60,90,60,121,8,False,False,False,False,False,False,False,0836_Boltund.png
837,Rolycoly,Rolycoly,Rock,,240,30,40,50,40,50,30,8,False,False,False,False,False,False,False,0837_Rolycoly.png
838,Carkol,Carkol,Rock,Fire,410,80,60,90,60,70,50,8,False,False,False,False,False,False,False,0838_Carkol.png
839,Coalossal,Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,False,False,False,False,False,False,False,0839_Coalossal.png
840,Applin,Applin,Grass,Dragon,260,40,40,80,40,40,20,8,False,False,False,False,False,False,False,0840_Applin.png
841,Flapple,Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,False,False,False,False,False,False,False,0841_Flapple.png
842,Appletun,Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,False,False,False,False,False,False,False,0842_Appletun.png
843,Silicobra,Silicobra,Ground,,315,52,57,75,35,50,46,8,False,False,False,False,False,False,False,0843_Silicobra.png
844,Sandaconda,Sandaconda,Ground,,510,72,107,125,65,70,71,8,False,False,False,False,False,False,False,0844_Sandaconda.png
845,Cramorant,Cramorant,Flying,Water,475,70,85,55,85,95,85,8,False,False,False,False,False,False,False,0845_Cramorant.png
846,Arrokuda,Arrokuda,Water,,280,41,63,40,40,30,66,8,False,False,False,False,False,False,False,0846_Arrokuda.png
847,Barraskewda,Barraskewda,Water,,490,61,123,60,60,50,136,8,False,False,False,False,False,False,False,0847_Barraskewda.png
848,Toxel,Toxel,Electric,Poison,242,40,38,35,54,35,40,8,False,False,False,False,False,False,False,0848_Toxel.png
849,Toxtricity,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,8,False,False,False,False,False,False,False,0849_Toxtricity.png
850,Sizzlipede,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,8,False,False,False,False,False,False,False,0850_Sizzlipede.png
851,Centiskorch,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,False,False,False,False,False,False,False,0851_Centiskorch.png
852,Clobbopus,Clobbopus,Fighting,,310,50,68,60,50,50,32,8,False,False,False,False,False,False,False,0852_Clobbopus.png
853,Grapploct,Grapploct,Fighting,,480,80,118,90,70,80,42,8,False,False,False,False,False,False,False,0853_Grapploct.png
854,Sinistea,Sinistea,Ghost,,308,40,45,45,74,54,50,8,False,False,False,False,False,False,False,0854_Sinistea.png
855,Polteageist,Polteageist,Ghost,,508,60,65,65,134,114,70,8,False,False,False,False,False,False,False,0855_Polteageist.png
856,Hatenna,Hatenna,Psychic,,265,42,30,45,56,53,39,8,False,False,False,False,False,False,False,0856_Hatenna.png
857,Hattrem,Hattrem,Psychic,,370,57,40,65,86,73,49,8,False,False,False,False,False,False,False,0857_Hattrem.png
858,Hatterene,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,False,False,False,False,False,False,False,0858_Hatterene.png
859,Impidimp,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,8,False,False,False,False,False,False,False,0859_Impidimp.png
860,Morgrem,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,8,False,False,False,False,False,False,False,0860_Morgrem.png
861,Grimmsnarl,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,False,False,False,False,False,False,False,0861_Grimmsnarl.png
862,Obstagoon,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,8,False,False,False,False,False,False,False,0862_Obstagoon.png
863,Perrserker,Perrserker,Steel,,440,70,110,100,50,60,50,8,False,False,False,False,False,False,False,0863_Perrserker.png
864,Cursola,Cursola,Ghost,,510,60,95,50,145,130,30,8,False,False,False,False,False,False,False,0864_Cursola.png
865,Sirfetch'd,Sirfetch'd,Fighting,,507,62,135,95,68,82,65,8,False,False,False,False,False,False,False,0865_Sirfetch'd.png
866,Mr. Rime,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,8,False,False,False,False,False,False,False,0866_Mr. Rime.png
867,Runerigus,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,8,False,False,False,False,False,False,False,0867_Runerigus.png
868,Milcery,Milcery,Fairy,,270,45,40,40,50,61,34,8,False,False,False,False,False,False,False,0868_Milcery.png
869,Alcremie,Alcremie,Fairy,,495,65,60,75,110,121,64,8,False,False,False,False,False,False,False,0869_Alcremie.png
870,Falinks,Falinks,Fighting,,470,65,100,100,70,60,75,8,False,False,False,False,False,False,False,0870_Falinks.png
871,Pincurchin,Pincurchin,Electric,,435,48,101,95,91,85,15,8,False,False,False,False,False,False,False,0871_Pincurchin.png
872,Snom,Snom,Ice,Bug,185,30,25,35,45,30,20,8,False,False,False,False,False,False,False,0872_Snom.png
873,Frosmoth,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,8,False,False,False,False,False,False,False,0873_Frosmoth.png
874,Stonjourner,Stonjourner,Rock,,470,100,125,135,20,20,70,8,False,False,False,False,False,False,False,0874_Stonjourner.png
875,Eiscue,Ice Face,Ice,,470,75,80,110,65,90,50,8,False,False,False,False,False,False,False,0875_Ice Face.png
875,Eiscue,Noice Face,Ice,,470,75,80,70,65,50,130,8,False,False,False,False,False,False,False,0875_Noice Face.png
876,Indeedee,Indeedee Male,Psychic,Normal,475,60,65,55,105,95,95,8,False,False,False,False,False,False,False,0876_Indeedee Male.png
876,Indeedee,Indeedee Female,Psychic,Normal,475,70,55,65,95,105,85,8,False,False,False,False,False,False,False,0876_Indeedee Female.png
877,Morpeko,Morpeko,Electric,Dark,436,58,95,58,70,58,97,8,False,False,False,False,False,False,False,0877_Morpeko.png
878,Cufant,Cufant,Steel,,330,72,80,49,40,49,40,8,False,False,False,False,False,False,False,0878_Cufant.png
879,Copperajah,Copperajah,Steel,,500,122,130,69,80,69,30,8,False,False,False,False,False,False,False,0879_Copperajah.png
880,Dracozolt,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,8,False,False,False,False,False,False,False,0880_Dracozolt.png
881,Arctozolt,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,8,False,False,False,False,False,False,False,0881_Arctozolt.png
882,Dracovish,Dracovish,Water,Dragon,505,90,90,100,70,80,75,8,False,False,False,False,False,False,False,0882_Dracovish.png
883,Arctovish,Arctovish,Water,Ice,505,90,90,100,80,90,55,8,False,False,False,False,False,False,False,0883_Arctovish.png
884,Duraludon,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,False,False,False,False,False,False,False,0884_Duraludon.png
885,Dreepy,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,8,False,False,False,False,False,False,False,0885_Dreepy.png
886,Drakloak,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,8,False,False,False,False,False,False,False,0886_Drakloak.png
887,Dragapult,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,8,False,False,False,True,False,False,False,0887_Dragapult.png
888,Zacian,Zacian Hero of Many Battles,Fairy,,660,92,120,115,80,115,138,8,False,False,True,False,False,False,False,0888_Zacian Hero of Many Battles.png
888,Zacian,Zacian Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148,8,False,False,True,False,False,False,False,0888_Zacian Crowned Sword.png
889,Zamazenta,Zamazenta Hero of Many Battles,Fighting,,660,92,120,115,80,115,138,8,False,False,True,False,False,False,False,0889_Zamazenta Hero of Many Battles.png
889,Zamazenta,Zamazenta Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128,8,False,False,True,False,False,False,False,0889_Zamazenta Crowned Shield.png
890,Eternatus,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,8,False,False,True,False,False,False,False,0890_Eternatus.png
890,Eternatus,Eternamax Eternatus,Poison,Dragon,1125,255,115,250,125,250,130,8,False,False,True,False,False,False,False,0890_Eternamax Eternatus.png
891,Kubfu,Kubfu,Fighting,,385,60,90,60,53,50,72,8,False,False,True,False,False,False,False,0891_Kubfu.png
892,Urshifu,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,8,False,False,True,False,False,False,False,0892_Urshifu Single Strike Style.png
892,Urshifu,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,8,False,False,True,False,False,False,False,0892_Urshifu Rapid Strike Style.png
893,Zarude,Zarude,Dark,Grass,600,105,120,105,70,95,105,8,False,False,False,False,False,False,True,0893_Zarude.png
894,Regieleki,Regieleki,Electric,,580,80,100,50,100,50,200,8,False,False,True,False,False,False,False,0894_Regieleki.png
895,Regidrago,Regidrago,Dragon,,580,200,100,50,100,50,80,8,False,False,True,False,False,False,False,0895_Regidrago.png
896,Glastrier,Glastrier,Ice,,580,100,145,130,65,110,30,8,False,False,True,False,False,False,False,0896_Glastrier.png
897,Spectrier,Spectrier,Ghost,,580,100,65,60,145,80,130,8,False,False,True,False,False,False,False,0897_Spectrier.png
898,Calyrex,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,8,False,False,True,False,False,False,False,0898_Calyrex.png
898,Calyrex,Ice Rider Calyrex,Psychic,Ice,680,100,165,150,85,130,50,8,False,False,True,False,False,False,False,0898_Ice Rider Calyrex.png
898,Calyrex,Shadow Rider Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,8,False,False,True,False,False,False,False,0898_Shadow Rider Calyrex.png
899,Wyrdeer,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,8,False,False,False,False,False,False,False,0899_Wyrdeer.png
900,Kleavor,Kleavor,Bug,Rock,500,70,135,95,45,70,85,8,False,False,False,False,False,False,False,0900_Kleavor.png
901,Ursaluna,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,8,False,False,False,False,False,False,False,0901_Ursaluna.png
902,Basculegion,Basculegion Male,Water,Ghost,530,120,112,65,80,75,78,8,False,False,False,False,False,False,False,0902_Basculegion Male.png
903,Sneasler,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,8,False,False,False,False,False,False,False,0903_Sneasler.png
904,Overqwil,Overqwil,Dark,Poison,510,85,115,95,65,65,85,8,False,False,False,False,False,False,False,0904_Overqwil.png
905,Enamorus,Enamorus Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106,8,False,False,True,False,False,False,False,0905_Enamorus Incarnate Forme.png
905,Enamorus,Enamorus Therian Forme,Fairy,Flying,580,74,115,110,135,100,46,8,False,False,True,False,False,False,False,0905_Enamorus Therian Forme.png
906,Sprigatito,Sprigatito,Grass,,310,40,61,54,45,45,65,9,False,False,False,False,False,False,False,0906_Sprigatito.png
907,Floragato,Floragato,Grass,,410,61,80,63,60,63,83,9,False,False,False,False,False,False,False,0907_Floragato.png
908,Meowscarada,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,9,False,False,False,False,False,False,False,0908_Meowscarada.png
909,Fuecoco,Fuecoco,Fire,,310,67,45,59,63,40,36,9,False,False,False,False,False,False,False,0909_Fuecoco.png
910,Crocalor,Crocalor,Fire,,411,81,55,78,90,58,49,9,False,False,False,False,False,False,False,0910_Crocalor.png
911,Skeledirge,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,9,False,False,False,False,False,False,False,0911_Skeledirge.png
912,Quaxly,Quaxly,Water,,310,55,65,45,50,45,50,9,False,False,False,False,False,False,False,0912_Quaxly.png
913,Quaxwell,Quaxwell,Water,,410,70,85,65,65,60,65,9,False,False,False,False,False,False,False,0913_Quaxwell.png
914,Quaquaval,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,9,False,False,False,False,False,False,False,0914_Quaquaval.png
915,Lechonk,Lechonk,Normal,,254,54,45,40,35,45,35,9,False,False,False,False,False,False,False,0915_Lechonk.png
916,Oinkologne,Oinkologne Male,Normal,,489,110,100,75,59,80,65,9,False,False,False,False,False,False,False,0916_Oinkologne Male.png
916,Oinkologne,Oinkologne Female,Normal,,489,115,90,70,59,90,65,9,False,False,False,False,False,False,False,0916_Oinkologne Female.png
917,Tarountula,Tarountula,Bug,,210,35,41,45,29,40,20,9,False,False,False,False,False,False,False,0917_Tarountula.png
918,Spidops,Spidops,Bug,,404,60,79,92,52,86,35,9,False,False,False,False,False,False,False,0918_Spidops.png
919,Nymble,Nymble,Bug,,210,33,46,40,21,25,45,9,False,False,False,False,False,False,False,0919_Nymble.png
920,Lokix,Lokix,Bug,Dark,450,71,102,78,52,55,92,9,False,False,False,False,False,False,False,0920_Lokix.png
921,Pawmi,Pawmi,Electric,,240,45,50,20,40,25,60,9,False,False,False,False,False,False,False,0921_Pawmi.png
922,Pawmo,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,9,False,False,False,False,False,False,False,0922_Pawmo.png
923,Pawmot,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,9,False,False,False,False,False,False,False,0923_Pawmot.png
924,Tandemaus,Tandemaus,Normal,,305,50,50,45,40,45,75,9,False,False,False,False,False,False,False,0924_Tandemaus.png
925,Maushold,Maushold,Normal,,470,74,75,70,65,75,111,9,False,False,False,False,False,False,False,0925_Maushold.png
926,Fidough,Fidough,Fairy,,312,37,55,70,30,55,65,9,False,False,False,False,False,False,False,0926_Fidough.png
927,Dachsbun,Dachsbun,Fairy,,477,57,80,115,50,80,95,9,False,False,False,False,False,False,False,0927_Dachsbun.png
928,Smoliv,Smoliv,Grass,Normal,260,41,35,45,58,51,30,9,False,False,False,False,False,False,False,0928_Smoliv.png
929,Dolliv,Dolliv,Grass,Normal,354,52,53,60,78,78,33,9,False,False,False,False,False,False,False,0929_Dolliv.png
930,Arboliva,Arboliva,Grass,Normal,510,78,69,90,125,109,39,9,False,False,False,False,False,False,False,0930_Arboliva.png
931,Squawkabilly,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,False,False,False,False,False,False,False,0931_Squawkabilly.png
932,Nacli,Nacli,Rock,,280,55,55,75,35,35,25,9,False,False,False,False,False,False,False,0932_Nacli.png
933,Naclstack,Naclstack,Rock,,355,60,60,100,35,65,35,9,False,False,False,False,False,False,False,0933_Naclstack.png
934,Garganacl,Garganacl,Rock,,500,100,100,130,45,90,35,9,False,False,False,False,False,False,False,0934_Garganacl.png
935,Charcadet,Charcadet,Fire,,255,40,50,40,50,40,35,9,False,False,False,False,False,False,False,0935_Charcadet.png
936,Armarouge,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,9,False,False,False,False,False,False,False,0936_Armarouge.png
937,Ceruledge,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,9,False,False,False,False,False,False,False,0937_Ceruledge.png
